source_file|budget_document_year|category_code|category_name|item_code|item_description|period_year|amount_kwacha
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|01|Local taxes/rates|001|Residential|2024|5339349
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|01|Local taxes/rates|001|Personal levy|2024|128011
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|01|Local taxes/rates|001|Residential|2025|5793194
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|01|Local taxes/rates|001|Personal levy|2025|138892
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|01|Local taxes/rates|001|Residential|2026|6285615
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|01|Local taxes/rates|001|Personal levy|2026|150698
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|01|Local taxes/rates|002|Commercial|2024|3387229
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|01|Local taxes/rates|002|Commercial|2025|3675143
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|01|Local taxes/rates|002|Commercial|2026|3987530
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|01|Local taxes/rates|005|Mining/Plant|2024|396000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|01|Local taxes/rates|005|Mining/Plant|2025|429660
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|01|Local taxes/rates|005|Mining/Plant|2026|466181
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|001|Consent fees|2024|12000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|001|Consent fees|2025|13020
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|001|Consent fees|2026|14127
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|003|Building inspection-fees|2024|428100
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|003|Building inspection-fees|2025|461489
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|003|Building inspection-fees|2026|503970
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|004|Plan scrutiny fee|2024|120000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|004|Plan scrutiny fee|2025|130200
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|004|Plan scrutiny fee|2026|141267
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|005|Change of premise use|2024|51000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|005|Change of premise use|2025|55335
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|005|Change of premise use|2026|60038
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|007|Rentals/lease of Council’s properties|2024|481980
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|007|Rentals/lease of Council’s properties|2025|522948
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|007|Rentals/lease of Council’s properties|2026|567399
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|008|Non-Land Application forms fees|2024|11700
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|008|Non-Land Application forms fees|2025|12695
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|008|Non-Land Application forms fees|2026|13774
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|010|Sketch plan|2024|35000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|010|Sketch plan|2025|37975
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|010|Sketch plan|2026|41203
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|011|Search fees|2024|13500
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|011|Search fees|2025|14648
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|011|Search fees|2026|15893
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|013|Market fees|2024|591980
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|013|Market fees|2025|642298
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|013|Market fees|2026|696894
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|014|Parking fees|2024|193560
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|014|Parking fees|2025|210013
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|014|Parking fees|2026|227864
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|017|Affidavit fees|2024|1000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|017|Affidavit fees|2025|1085
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|017|Affidavit fees|2026|1177
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|020|Hire of halls|2024|30200
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|020|Hire of halls|2025|32767
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|020|Hire of halls|2026|35552
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|033|Refuse disposal|2024|525330
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|033|Refuse disposal|2025|569983
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|033|Refuse disposal|2026|618432
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|038|Library membership fees|2024|990
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|038|Library membership fees|2025|1074
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|038|Library membership fees|2026|1165
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|045|Notice of marriage fees|2024|65000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|045|Notice of marriage fees|2025|70525
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|045|Notice of marriage fees|2026|76520
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|047|Registration of clubs and societies|2024|68100
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|047|Registration of clubs and societies|2025|73889
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|047|Registration of clubs and societies|2026|80169
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|051|Farm produce Fee|2024|1101461
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|051|Farm produce Fee|2025|1195085
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|051|Farm produce Fee|2026|1296667
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|053|Certification of documents|2024|3600
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|053|Certification of documents|2025|3906
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|053|Certification of documents|2026|4238
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|063|Billboards and banners|2024|66360
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|063|Billboards and banners|2025|72001
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|063|Billboards and banners|2026|78121
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|066|Penalties|2024|12000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|066|Penalties|2025|13020
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|066|Penalties|2026|14127
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|077|Club Membership|2024|15000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|077|Club Membership|2025|16275
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|077|Club Membership|2026|17658
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|094|Betting Fees|2024|20000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|094|Betting Fees|2025|21700
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|094|Betting Fees|2026|23545
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|099|Other fees and charges|2024|356500
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|099|Other fees and charges|2025|386803
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|02|Fees and Charges|099|Other fees and charges|2026|419680
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|03|Licenses|001|Occupancy licence|2024|61850
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|03|Licenses|001|Occupancy licence|2025|67107
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|03|Licenses|001|Occupancy licence|2026|72811
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|03|Licenses|003|Firearm and ammunition licence|2024|50000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|03|Licenses|003|Firearm and ammunition licence|2025|54250
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|03|Licenses|003|Firearm and ammunition licence|2026|58861
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|03|Licenses|004|Petroleum Storage licence|2024|243000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|03|Licenses|004|Petroleum Storage licence|2025|263655
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|03|Licenses|004|Petroleum Storage licence|2026|286066
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|03|Licenses|005|Dog licence|2024|10000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|03|Licenses|005|Dog licence|2025|10850
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|03|Licenses|005|Dog licence|2026|11772
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|03|Licenses|099|Other Licences|2024|81222
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|03|Licenses|099|Other Licences|2025|82064
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|03|Licenses|099|Other Licences|2026|89039
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|001|Livestock Movement levy|2024|147000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|001|Livestock Movement levy|2025|153885
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|001|Livestock Movement levy|2026|161355
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|002|Birds levy|2024|3636
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|002|Birds levy|2025|3945
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|002|Birds levy|2026|4280
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|003|Fish levy|2024|18576
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|003|Fish levy|2025|20155
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|003|Fish levy|2026|21868
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|004|Pole levy|2024|12000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|004|Pole levy|2025|13020
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|004|Pole levy|2026|14127
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|005|Charcoal levy|2024|24900
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|005|Charcoal levy|2025|27017
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|005|Charcoal levy|2026|29313
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|006|Sand levy|2024|12000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|006|Sand levy|2025|13020
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|006|Sand levy|2026|14127
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|011|Telecommunication Mast|2024|161500
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|011|Telecommunication Mast|2025|175228
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|011|Telecommunication Mast|2026|190122
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|017|Trading (Wholesale) Business Levy|2024|41253
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|017|Trading (Wholesale) Business Levy|2025|44760
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|017|Trading (Wholesale) Business Levy|2026|48564
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|018|Trading (Retail) Consumable groceries business|2024|33853
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|018|Trading (Retail) Consumable groceries business|2025|36731
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|018|Trading (Retail) Consumable groceries business|2026|39853
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|019|Retail Merchants non-consumable business|2024|71013
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|019|Retail Merchants non-consumable business|2025|77049
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|019|Retail Merchants non-consumable business|2026|83598
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|020|Trading (Retail) chain stores and supermarkets|2024|12500
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|020|Trading (Retail) chain stores and supermarkets|2025|13563
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|020|Trading (Retail) chain stores and supermarkets|2026|14716
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|021|Manufacturing|2024|17501
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|021|Manufacturing|2025|18988
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|021|Manufacturing|2026|20602
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|022|Agent Consumables|2024|23336
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|022|Agent Consumables|2025|25319
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|022|Agent Consumables|2026|27471
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|023|Agent non-Consumables|2024|50013
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|023|Agent non-Consumables|2025|54264
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|023|Agent non-Consumables|2026|58877
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|024|Trading (Retail) Automobiles|2024|62501
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|024|Trading (Retail) Automobiles|2025|67813
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|024|Trading (Retail) Automobiles|2026|73577
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|026|Hawker|2024|3336
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|026|Hawker|2025|3620
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|026|Hawker|2026|3927
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|027|Peddler|2024|1668
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|027|Peddler|2025|1810
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|027|Peddler|2026|1964
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|028|Filling Station|2024|20000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|028|Filling Station|2025|21700
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|028|Filling Station|2026|23545
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|029|Professional Occupation|2024|9999
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|029|Professional Occupation|2025|10849
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|029|Professional Occupation|2026|11771
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|030|Scrap Metal Dealers|2024|17778
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|030|Scrap Metal Dealers|2025|19289
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|030|Scrap Metal Dealers|2026|20929
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|031|Car Wash|2024|15000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|031|Car Wash|2025|16275
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|031|Car Wash|2026|17658
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|032|Hospitality|2024|90000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|032|Hospitality|2025|97650
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|032|Hospitality|2026|105950
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|033|Commercial Banks|2024|44500
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|033|Commercial Banks|2025|48288
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|033|Commercial Banks|2026|52392
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|034|Micro- Finance and Money-Lenders|2024|15000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|034|Micro- Finance and Money-Lenders|2025|16275
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|034|Micro- Finance and Money-Lenders|2026|17658
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|099|Other levies|2024|122350
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|099|Other levies|2025|132750
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|04|Levies|099|Other levies|2026|144033
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|001|Health permits|2024|439900
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|001|Health permits|2025|477291
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|001|Health permits|2026|517861
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|003|Herbalist permit|2024|1000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|003|Herbalist permit|2025|1085
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|003|Herbalist permit|2026|1177
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|008|Burial permits and grave sites|2024|67300
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|008|Burial permits and grave sites|2025|73021
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|008|Burial permits and grave sites|2026|79227
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|010|Extension of Business hours permits|2024|33200
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|010|Extension of Business hours permits|2025|36022
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|010|Extension of Business hours permits|2026|39084
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|011|Social gathering permit|2024|32050
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|011|Social gathering permit|2025|34774
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|011|Social gathering permit|2026|37730
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|099|Primary, Secondary and Tertiary permits|2024|511316
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|099|Primary, Secondary and Tertiary permits|2025|554778
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|05|Permits|099|Primary, Secondary and Tertiary permits|2026|601934
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|06|Charges|003|Premium Plot- Residential|2024|23460000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|06|Charges|003|Premium Plot- Residential|2025|25454100
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|06|Charges|003|Premium Plot- Residential|2026|27617699
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|06|Charges|004|Premium Plot Commercial|2024|4770000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|06|Charges|004|Premium Plot Commercial|2025|5175450
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|06|Charges|004|Premium Plot Commercial|2026|5615363
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|06|Charges|007|Land Application Charges|2024|458500
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|06|Charges|007|Land Application Charges|2025|497473
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|06|Charges|007|Land Application Charges|2026|539758
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|07|Other Incomes|099|Other Income|2024|550596
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|07|Other Incomes|099|Other Income|2025|597397
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|07|Other Incomes|099|Other Income|2026|648176
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|08|National Support (Grants)|002|Roads Grant|2024|3742847
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|08|National Support (Grants)|002|Roads Grant|2025|4060989
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|08|National Support (Grants)|002|Roads Grant|2026|4406173
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|08|National Support (Grants)|003|Health Grant|2024|4208756
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|08|National Support (Grants)|003|Health Grant|2025|4296688
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|08|National Support (Grants)|003|Health Grant|2026|4392094
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|08|National Support (Grants)|004|Local Government Equalisation Fund|2024|18122434
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|08|National Support (Grants)|004|Local Government Equalisation Fund|2025|19662841
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|08|National Support (Grants)|004|Local Government Equalisation Fund|2026|21334182
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|08|National Support (Grants)|005|Grants in lieu of Rates|2024|220000
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|08|National Support (Grants)|005|Grants in lieu of Rates|2025|238700
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|08|National Support (Grants)|005|Grants in lieu of Rates|2026|258990
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|08|National Support (Grants)|099|Other Grants|2024|551096
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|08|National Support (Grants)|099|Other Grants|2025|577129
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|08|National Support (Grants)|099|Other Grants|2026|605375
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|09|Local Development Fund|001|Constituency Development Fund|2024|61271284
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|09|Local Development Fund|001|Constituency Development Fund|2025|66479343
Mazabuka-Municipal-Council-2024-Budget.pdf|2024|09|Local Development Fund|001|Constituency Development Fund|2026|72130087
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|01|Local taxes/rates|001|Residential|2025|5339349
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|01|Local taxes/rates|001|Personal levy|2025|75000
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|01|Local taxes/rates|001|Residential|2026|5713103
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|01|Local taxes/rates|001|Personal levy|2026|80250
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|01|Local taxes/rates|001|Residential|2027|6055890
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|01|Local taxes/rates|001|Personal levy|2027|85065
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|01|Local taxes/rates|003|Industrial|2025|4778303
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|01|Local taxes/rates|003|Industrial|2026|5112784
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|01|Local taxes/rates|003|Industrial|2027|5419551
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|01|Local taxes/rates|005|Mining/Plant|2025|396000
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|01|Local taxes/rates|005|Mining/Plant|2026|423720
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|01|Local taxes/rates|005|Mining/Plant|2027|449143
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|02|Fees and Charges|001|Consent fees|2025|15000
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|02|Fees and Charges|001|Consent fees|2026|16050
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|02|Fees and Charges|001|Consent fees|2027|17013
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|02|Fees and Charges|003|Building inspection-fees|2025|478300
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|02|Fees and Charges|003|Building inspection-fees|2026|511781
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|02|Fees and Charges|003|Building inspection-fees|2027|542488
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|02|Fees and Charges|004|Plan scrutiny fee|2025|207942
Mazabuka-Municipal-Council-2025-Budget.pdf|2025|02|Fees and Charges|004|Plan scrutiny fee|2026|222498
